CITY_ASCII,WEATHER,TEMPERATURE,VISIBILITY,HUMIDITY,WIND_SPEED,SEASONS,HOURS,FORECASTDATETIME,LABEL,DETAILED_LABEL
New York,Clouds,16.51,10000,86,3.04,SPRING,15,2025-04-06 15:00:00,<b><a href=''> New York </a></b> </br> <b> Clouds </b></br>,<b><a href=''> New York </a></b> </br> <b> Clouds </b></br> Temperature:  16.51  °C </br> Visibility:  10000  m </br> Humidity:  86  % </br> Wind Speed:  3.04  m/s </br> Datetime:  2025-04-06 15:00:00  </br>
New York,Clouds,23.45,10000,61,7.16,SPRING,18,2025-04-06 18:00:00,<b><a href=''> New York </a></b> </br> <b> Clouds </b></br>,<b><a href=''> New York </a></b> </br> <b> Clouds </b></br> Temperature:  23.45  °C </br> Visibility:  10000  m </br> Humidity:  61  % </br> Wind Speed:  7.16  m/s </br> Datetime:  2025-04-06 18:00:00  </br>
New York,Rain,24.32,10000,58,7.61,SPRING,21,2025-04-06 21:00:00,<b><a href=''> New York </a></b> </br> <b> Rain </b></br>,<b><a href=''> New York </a></b> </br> <b> Rain </b></br> Temperature:  24.32  °C </br> Visibility:  10000  m </br> Humidity:  58  % </br> Wind Speed:  7.61  m/s </br> Datetime:  2025-04-06 21:00:00  </br>
New York,Rain,15.99,10000,80,4.62,SPRING,0,2025-04-07 00:00:00,<b><a href=''> New York </a></b> </br> <b> Rain </b></br>,<b><a href=''> New York </a></b> </br> <b> Rain </b></br> Temperature:  15.99  °C </br> Visibility:  10000  m </br> Humidity:  80  % </br> Wind Speed:  4.62  m/s </br> Datetime:  2025-04-07 00:00:00  </br>
New York,Rain,13.31,10000,82,4.04,SPRING,3,2025-04-07 03:00:00,<b><a href=''> New York </a></b> </br> <b> Rain </b></br>,<b><a href=''> New York </a></b> </br> <b> Rain </b></br> Temperature:  13.31  °C </br> Visibility:  10000  m </br> Humidity:  82  % </br> Wind Speed:  4.04  m/s </br> Datetime:  2025-04-07 03:00:00  </br>
New York,Rain,12.16,6126,88,6.93,SPRING,6,2025-04-07 06:00:00,<b><a href=''> New York </a></b> </br> <b> Rain </b></br>,<b><a href=''> New York </a></b> </br> <b> Rain </b></br> Temperature:  12.16  °C </br> Visibility:  6126  m </br> Humidity:  88  % </br> Wind Speed:  6.93  m/s </br> Datetime:  2025-04-07 06:00:00  </br>
Paris,Clear,8.18,10000,65,5.99,SPRING,9,2025-04-02 09:00:00,<b><a href=''> Paris </a></b> </br> <b> Clear </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clear </b></br> Temperature:  8.18  °C </br> Visibility:  10000  m </br> Humidity:  65  % </br> Wind Speed:  5.99  m/s </br> Datetime:  2025-04-02 09:00:00  </br>
Paris,Clouds,11.87,10000,54,4.92,SPRING,12,2025-04-02 12:00:00,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br> Temperature:  11.87  °C </br> Visibility:  10000  m </br> Humidity:  54  % </br> Wind Speed:  4.92  m/s </br> Datetime:  2025-04-02 12:00:00  </br>
Paris,Clouds,16.8,10000,42,5.25,SPRING,15,2025-04-02 15:00:00,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br> Temperature:  16.8  °C </br> Visibility:  10000  m </br> Humidity:  42  % </br> Wind Speed:  5.25  m/s </br> Datetime:  2025-04-02 15:00:00  </br>
Paris,Clouds,15,10000,54,5.05,SPRING,18,2025-04-02 18:00:00,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br> Temperature:  15  °C </br> Visibility:  10000  m </br> Humidity:  54  % </br> Wind Speed:  5.05  m/s </br> Datetime:  2025-04-02 18:00:00  </br>
Paris,Clouds,13,10000,65,3.93,SPRING,21,2025-04-02 21:00:00,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br> Temperature:  13  °C </br> Visibility:  10000  m </br> Humidity:  65  % </br> Wind Speed:  3.93  m/s </br> Datetime:  2025-04-02 21:00:00  </br>
Paris,Clouds,11.22,10000,73,3.03,SPRING,0,2025-04-03 00:00:00,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br> Temperature:  11.22  °C </br> Visibility:  10000  m </br> Humidity:  73  % </br> Wind Speed:  3.03  m/s </br> Datetime:  2025-04-03 00:00:00  </br>
Paris,Clouds,10.26,10000,75,2.92,SPRING,3,2025-04-03 03:00:00,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br> Temperature:  10.26  °C </br> Visibility:  10000  m </br> Humidity:  75  % </br> Wind Speed:  2.92  m/s </br> Datetime:  2025-04-03 03:00:00  </br>
Paris,Clouds,9.69,10000,75,2.86,SPRING,6,2025-04-03 06:00:00,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br> Temperature:  9.69  °C </br> Visibility:  10000  m </br> Humidity:  75  % </br> Wind Speed:  2.86  m/s </br> Datetime:  2025-04-03 06:00:00  </br>
Paris,Clouds,14.42,10000,54,4.1,SPRING,9,2025-04-03 09:00:00,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br> Temperature:  14.42  °C </br> Visibility:  10000  m </br> Humidity:  54  % </br> Wind Speed:  4.1  m/s </br> Datetime:  2025-04-03 09:00:00  </br>
Paris,Clouds,19.34,10000,40,5.09,SPRING,12,2025-04-03 12:00:00,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br> Temperature:  19.34  °C </br> Visibility:  10000  m </br> Humidity:  40  % </br> Wind Speed:  5.09  m/s </br> Datetime:  2025-04-03 12:00:00  </br>
Paris,Clouds,21.04,10000,38,4.5,SPRING,15,2025-04-03 15:00:00,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br> Temperature:  21.04  °C </br> Visibility:  10000  m </br> Humidity:  38  % </br> Wind Speed:  4.5  m/s </br> Datetime:  2025-04-03 15:00:00  </br>
Paris,Clouds,19.26,10000,47,3.68,SPRING,18,2025-04-03 18:00:00,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br> Temperature:  19.26  °C </br> Visibility:  10000  m </br> Humidity:  47  % </br> Wind Speed:  3.68  m/s </br> Datetime:  2025-04-03 18:00:00  </br>
Paris,Clouds,16.27,10000,61,3.76,SPRING,21,2025-04-03 21:00:00,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br> Temperature:  16.27  °C </br> Visibility:  10000  m </br> Humidity:  61  % </br> Wind Speed:  3.76  m/s </br> Datetime:  2025-04-03 21:00:00  </br>
Paris,Clouds,14.26,10000,68,2.82,SPRING,0,2025-04-04 00:00:00,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br> Temperature:  14.26  °C </br> Visibility:  10000  m </br> Humidity:  68  % </br> Wind Speed:  2.82  m/s </br> Datetime:  2025-04-04 00:00:00  </br>
Paris,Clouds,12.71,10000,72,2.11,SPRING,3,2025-04-04 03:00:00,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br> Temperature:  12.71  °C </br> Visibility:  10000  m </br> Humidity:  72  % </br> Wind Speed:  2.11  m/s </br> Datetime:  2025-04-04 03:00:00  </br>
Paris,Clouds,11.69,10000,73,2.09,SPRING,6,2025-04-04 06:00:00,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br> Temperature:  11.69  °C </br> Visibility:  10000  m </br> Humidity:  73  % </br> Wind Speed:  2.09  m/s </br> Datetime:  2025-04-04 06:00:00  </br>
Paris,Clouds,16.16,10000,54,3.04,SPRING,9,2025-04-04 09:00:00,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br> Temperature:  16.16  °C </br> Visibility:  10000  m </br> Humidity:  54  % </br> Wind Speed:  3.04  m/s </br> Datetime:  2025-04-04 09:00:00  </br>
Paris,Clouds,21.31,10000,39,3.83,SPRING,12,2025-04-04 12:00:00,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br> Temperature:  21.31  °C </br> Visibility:  10000  m </br> Humidity:  39  % </br> Wind Speed:  3.83  m/s </br> Datetime:  2025-04-04 12:00:00  </br>
Paris,Clouds,22.7,10000,34,4.48,SPRING,15,2025-04-04 15:00:00,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br> Temperature:  22.7  °C </br> Visibility:  10000  m </br> Humidity:  34  % </br> Wind Speed:  4.48  m/s </br> Datetime:  2025-04-04 15:00:00  </br>
Paris,Clear,20.11,10000,48,4.13,SPRING,18,2025-04-04 18:00:00,<b><a href=''> Paris </a></b> </br> <b> Clear </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clear </b></br> Temperature:  20.11  °C </br> Visibility:  10000  m </br> Humidity:  48  % </br> Wind Speed:  4.13  m/s </br> Datetime:  2025-04-04 18:00:00  </br>
Paris,Clear,16.9,10000,55,3.26,SPRING,21,2025-04-04 21:00:00,<b><a href=''> Paris </a></b> </br> <b> Clear </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clear </b></br> Temperature:  16.9  °C </br> Visibility:  10000  m </br> Humidity:  55  % </br> Wind Speed:  3.26  m/s </br> Datetime:  2025-04-04 21:00:00  </br>
Paris,Clear,14.52,10000,61,2.79,SPRING,0,2025-04-05 00:00:00,<b><a href=''> Paris </a></b> </br> <b> Clear </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clear </b></br> Temperature:  14.52  °C </br> Visibility:  10000  m </br> Humidity:  61  % </br> Wind Speed:  2.79  m/s </br> Datetime:  2025-04-05 00:00:00  </br>
Paris,Clear,12.81,10000,66,2.59,SPRING,3,2025-04-05 03:00:00,<b><a href=''> Paris </a></b> </br> <b> Clear </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clear </b></br> Temperature:  12.81  °C </br> Visibility:  10000  m </br> Humidity:  66  % </br> Wind Speed:  2.59  m/s </br> Datetime:  2025-04-05 03:00:00  </br>
Paris,Clear,11.96,10000,69,2.04,SPRING,6,2025-04-05 06:00:00,<b><a href=''> Paris </a></b> </br> <b> Clear </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clear </b></br> Temperature:  11.96  °C </br> Visibility:  10000  m </br> Humidity:  69  % </br> Wind Speed:  2.04  m/s </br> Datetime:  2025-04-05 06:00:00  </br>
Paris,Clear,16.79,10000,50,3.85,SPRING,9,2025-04-05 09:00:00,<b><a href=''> Paris </a></b> </br> <b> Clear </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clear </b></br> Temperature:  16.79  °C </br> Visibility:  10000  m </br> Humidity:  50  % </br> Wind Speed:  3.85  m/s </br> Datetime:  2025-04-05 09:00:00  </br>
Paris,Clear,21.84,10000,33,5.01,SPRING,12,2025-04-05 12:00:00,<b><a href=''> Paris </a></b> </br> <b> Clear </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clear </b></br> Temperature:  21.84  °C </br> Visibility:  10000  m </br> Humidity:  33  % </br> Wind Speed:  5.01  m/s </br> Datetime:  2025-04-05 12:00:00  </br>
Paris,Clear,22.8,10000,33,4.35,SPRING,15,2025-04-05 15:00:00,<b><a href=''> Paris </a></b> </br> <b> Clear </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clear </b></br> Temperature:  22.8  °C </br> Visibility:  10000  m </br> Humidity:  33  % </br> Wind Speed:  4.35  m/s </br> Datetime:  2025-04-05 15:00:00  </br>
Paris,Clear,20.84,10000,41,3.2,SPRING,18,2025-04-05 18:00:00,<b><a href=''> Paris </a></b> </br> <b> Clear </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clear </b></br> Temperature:  20.84  °C </br> Visibility:  10000  m </br> Humidity:  41  % </br> Wind Speed:  3.2  m/s </br> Datetime:  2025-04-05 18:00:00  </br>
Paris,Clouds,16.53,10000,48,3.66,SPRING,21,2025-04-05 21:00:00,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br> Temperature:  16.53  °C </br> Visibility:  10000  m </br> Humidity:  48  % </br> Wind Speed:  3.66  m/s </br> Datetime:  2025-04-05 21:00:00  </br>
Paris,Clouds,14.38,10000,53,2.74,SPRING,0,2025-04-06 00:00:00,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br> Temperature:  14.38  °C </br> Visibility:  10000  m </br> Humidity:  53  % </br> Wind Speed:  2.74  m/s </br> Datetime:  2025-04-06 00:00:00  </br>
Paris,Clouds,12.59,10000,63,2.81,SPRING,3,2025-04-06 03:00:00,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br> Temperature:  12.59  °C </br> Visibility:  10000  m </br> Humidity:  63  % </br> Wind Speed:  2.81  m/s </br> Datetime:  2025-04-06 03:00:00  </br>
Paris,Clouds,10.69,10000,54,3.74,SPRING,6,2025-04-06 06:00:00,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br> Temperature:  10.69  °C </br> Visibility:  10000  m </br> Humidity:  54  % </br> Wind Speed:  3.74  m/s </br> Datetime:  2025-04-06 06:00:00  </br>
Paris,Clouds,13.02,10000,35,4.64,SPRING,9,2025-04-06 09:00:00,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br> Temperature:  13.02  °C </br> Visibility:  10000  m </br> Humidity:  35  % </br> Wind Speed:  4.64  m/s </br> Datetime:  2025-04-06 09:00:00  </br>
Paris,Clouds,16.85,10000,27,5.07,SPRING,12,2025-04-06 12:00:00,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br> Temperature:  16.85  °C </br> Visibility:  10000  m </br> Humidity:  27  % </br> Wind Speed:  5.07  m/s </br> Datetime:  2025-04-06 12:00:00  </br>
Paris,Clouds,17.43,10000,25,5.26,SPRING,15,2025-04-06 15:00:00,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br> Temperature:  17.43  °C </br> Visibility:  10000  m </br> Humidity:  25  % </br> Wind Speed:  5.26  m/s </br> Datetime:  2025-04-06 15:00:00  </br>
Paris,Clouds,14.74,10000,31,4.6,SPRING,18,2025-04-06 18:00:00,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br> Temperature:  14.74  °C </br> Visibility:  10000  m </br> Humidity:  31  % </br> Wind Speed:  4.6  m/s </br> Datetime:  2025-04-06 18:00:00  </br>
Paris,Clear,11.86,10000,31,4.27,SPRING,21,2025-04-06 21:00:00,<b><a href=''> Paris </a></b> </br> <b> Clear </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clear </b></br> Temperature:  11.86  °C </br> Visibility:  10000  m </br> Humidity:  31  % </br> Wind Speed:  4.27  m/s </br> Datetime:  2025-04-06 21:00:00  </br>
Paris,Clear,9.71,10000,35,3.56,SPRING,0,2025-04-07 00:00:00,<b><a href=''> Paris </a></b> </br> <b> Clear </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clear </b></br> Temperature:  9.71  °C </br> Visibility:  10000  m </br> Humidity:  35  % </br> Wind Speed:  3.56  m/s </br> Datetime:  2025-04-07 00:00:00  </br>
Paris,Clouds,8.07,10000,36,3.18,SPRING,3,2025-04-07 03:00:00,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br> Temperature:  8.07  °C </br> Visibility:  10000  m </br> Humidity:  36  % </br> Wind Speed:  3.18  m/s </br> Datetime:  2025-04-07 03:00:00  </br>
Paris,Clouds,6.85,10000,38,3.27,SPRING,6,2025-04-07 06:00:00,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br>,<b><a href=''> Paris </a></b> </br> <b> Clouds </b></br> Temperature:  6.85  °C </br> Visibility:  10000  m </br> Humidity:  38  % </br> Wind Speed:  3.27  m/s </br> Datetime:  2025-04-07 06:00:00  </br>
London,Clear,8.05,10000,76,6.19,SPRING,9,2025-04-02 09:00:00,<b><a href=''> London </a></b> </br> <b> Clear </b></br>,<b><a href=''> London </a></b> </br> <b> Clear </b></br> Temperature:  8.05  °C </br> Visibility:  10000  m </br> Humidity:  76  % </br> Wind Speed:  6.19  m/s </br> Datetime:  2025-04-02 09:00:00  </br>
London,Clouds,12.2,10000,60,6.79,SPRING,12,2025-04-02 12:00:00,<b><a href=''> London </a></b> </br> <b> Clouds </b></br>,<b><a href=''> London </a></b> </br> <b> Clouds </b></br> Temperature:  12.2  °C </br> Visibility:  10000  m </br> Humidity:  60  % </br> Wind Speed:  6.79  m/s </br> Datetime:  2025-04-02 12:00:00  </br>
London,Clouds,14.91,10000,56,6.99,SPRING,15,2025-04-02 15:00:00,<b><a href=''> London </a></b> </br> <b> Clouds </b></br>,<b><a href=''> London </a></b> </br> <b> Clouds </b></br> Temperature:  14.91  °C </br> Visibility:  10000  m </br> Humidity:  56  % </br> Wind Speed:  6.99  m/s </br> Datetime:  2025-04-02 15:00:00  </br>
London,Clouds,12.95,10000,61,5.5,SPRING,18,2025-04-02 18:00:00,<b><a href=''> London </a></b> </br> <b> Clouds </b></br>,<b><a href=''> London </a></b> </br> <b> Clouds </b></br> Temperature:  12.95  °C </br> Visibility:  10000  m </br> Humidity:  61  % </br> Wind Speed:  5.5  m/s </br> Datetime:  2025-04-02 18:00:00  </br>
London,Clouds,10.22,10000,69,4.72,SPRING,21,2025-04-02 21:00:00,<b><a href=''> London </a></b> </br> <b> Clouds </b></br>,<b><a href=''> London </a></b> </br> <b> Clouds </b></br> Temperature:  10.22  °C </br> Visibility:  10000  m </br> Humidity:  69  % </br> Wind Speed:  4.72  m/s </br> Datetime:  2025-04-02 21:00:00  </br>
London,Clouds,9.94,10000,76,4.44,SPRING,0,2025-04-03 00:00:00,<b><a href=''> London </a></b> </br> <b> Clouds </b></br>,<b><a href=''> London </a></b> </br> <b> Clouds </b></br> Temperature:  9.94  °C </br> Visibility:  10000  m </br> Humidity:  76  % </br> Wind Speed:  4.44  m/s </br> Datetime:  2025-04-03 00:00:00  </br>
London,Clouds,9.37,10000,80,4.2,SPRING,3,2025-04-03 03:00:00,<b><a href=''> London </a></b> </br> <b> Clouds </b></br>,<b><a href=''> London </a></b> </br> <b> Clouds </b></br> Temperature:  9.37  °C </br> Visibility:  10000  m </br> Humidity:  80  % </br> Wind Speed:  4.2  m/s </br> Datetime:  2025-04-03 03:00:00  </br>
London,Clouds,8.54,10000,85,4.17,SPRING,6,2025-04-03 06:00:00,<b><a href=''> London </a></b> </br> <b> Clouds </b></br>,<b><a href=''> London </a></b> </br> <b> Clouds </b></br> Temperature:  8.54  °C </br> Visibility:  10000  m </br> Humidity:  85  % </br> Wind Speed:  4.17  m/s </br> Datetime:  2025-04-03 06:00:00  </br>
London,Clear,12.61,10000,63,5.17,SPRING,9,2025-04-03 09:00:00,<b><a href=''> London </a></b> </br> <b> Clear </b></br>,<b><a href=''> London </a></b> </br> <b> Clear </b></br> Temperature:  12.61  °C </br> Visibility:  10000  m </br> Humidity:  63  % </br> Wind Speed:  5.17  m/s </br> Datetime:  2025-04-03 09:00:00  </br>
London,Clear,15.74,10000,52,5.07,SPRING,12,2025-04-03 12:00:00,<b><a href=''> London </a></b> </br> <b> Clear </b></br>,<b><a href=''> London </a></b> </br> <b> Clear </b></br> Temperature:  15.74  °C </br> Visibility:  10000  m </br> Humidity:  52  % </br> Wind Speed:  5.07  m/s </br> Datetime:  2025-04-03 12:00:00  </br>
London,Clouds,15.85,10000,55,4.92,SPRING,15,2025-04-03 15:00:00,<b><a href=''> London </a></b> </br> <b> Clouds </b></br>,<b><a href=''> London </a></b> </br> <b> Clouds </b></br> Temperature:  15.85  °C </br> Visibility:  10000  m </br> Humidity:  55  % </br> Wind Speed:  4.92  m/s </br> Datetime:  2025-04-03 15:00:00  </br>
London,Clouds,13.78,10000,64,3.57,SPRING,18,2025-04-03 18:00:00,<b><a href=''> London </a></b> </br> <b> Clouds </b></br>,<b><a href=''> London </a></b> </br> <b> Clouds </b></br> Temperature:  13.78  °C </br> Visibility:  10000  m </br> Humidity:  64  % </br> Wind Speed:  3.57  m/s </br> Datetime:  2025-04-03 18:00:00  </br>
London,Clouds,11.84,10000,71,3.01,SPRING,21,2025-04-03 21:00:00,<b><a href=''> London </a></b> </br> <b> Clouds </b></br>,<b><a href=''> London </a></b> </br> <b> Clouds </b></br> Temperature:  11.84  °C </br> Visibility:  10000  m </br> Humidity:  71  % </br> Wind Speed:  3.01  m/s </br> Datetime:  2025-04-03 21:00:00  </br>
London,Clouds,11.08,10000,76,2.24,SPRING,0,2025-04-04 00:00:00,<b><a href=''> London </a></b> </br> <b> Clouds </b></br>,<b><a href=''> London </a></b> </br> <b> Clouds </b></br> Temperature:  11.08  °C </br> Visibility:  10000  m </br> Humidity:  76  % </br> Wind Speed:  2.24  m/s </br> Datetime:  2025-04-04 00:00:00  </br>
London,Clouds,10.32,10000,82,1.99,SPRING,3,2025-04-04 03:00:00,<b><a href=''> London </a></b> </br> <b> Clouds </b></br>,<b><a href=''> London </a></b> </br> <b> Clouds </b></br> Temperature:  10.32  °C </br> Visibility:  10000  m </br> Humidity:  82  % </br> Wind Speed:  1.99  m/s </br> Datetime:  2025-04-04 03:00:00  </br>
London,Clouds,9.69,10000,85,2.49,SPRING,6,2025-04-04 06:00:00,<b><a href=''> London </a></b> </br> <b> Clouds </b></br>,<b><a href=''> London </a></b> </br> <b> Clouds </b></br> Temperature:  9.69  °C </br> Visibility:  10000  m </br> Humidity:  85  % </br> Wind Speed:  2.49  m/s </br> Datetime:  2025-04-04 06:00:00  </br>
London,Clouds,14.71,10000,59,4.13,SPRING,9,2025-04-04 09:00:00,<b><a href=''> London </a></b> </br> <b> Clouds </b></br>,<b><a href=''> London </a></b> </br> <b> Clouds </b></br> Temperature:  14.71  °C </br> Visibility:  10000  m </br> Humidity:  59  % </br> Wind Speed:  4.13  m/s </br> Datetime:  2025-04-04 09:00:00  </br>
London,Clouds,18.04,10000,42,5.8,SPRING,12,2025-04-04 12:00:00,<b><a href=''> London </a></b> </br> <b> Clouds </b></br>,<b><a href=''> London </a></b> </br> <b> Clouds </b></br> Temperature:  18.04  °C </br> Visibility:  10000  m </br> Humidity:  42  % </br> Wind Speed:  5.8  m/s </br> Datetime:  2025-04-04 12:00:00  </br>
London,Clear,17.7,10000,42,6.46,SPRING,15,2025-04-04 15:00:00,<b><a href=''> London </a></b> </br> <b> Clear </b></br>,<b><a href=''> London </a></b> </br> <b> Clear </b></br> Temperature:  17.7  °C </br> Visibility:  10000  m </br> Humidity:  42  % </br> Wind Speed:  6.46  m/s </br> Datetime:  2025-04-04 15:00:00  </br>
London,Clear,14.82,10000,57,4.76,SPRING,18,2025-04-04 18:00:00,<b><a href=''> London </a></b> </br> <b> Clear </b></br>,<b><a href=''> London </a></b> </br> <b> Clear </b></br> Temperature:  14.82  °C </br> Visibility:  10000  m </br> Humidity:  57  % </br> Wind Speed:  4.76  m/s </br> Datetime:  2025-04-04 18:00:00  </br>
London,Clear,11.32,10000,69,4.82,SPRING,21,2025-04-04 21:00:00,<b><a href=''> London </a></b> </br> <b> Clear </b></br>,<b><a href=''> London </a></b> </br> <b> Clear </b></br> Temperature:  11.32  °C </br> Visibility:  10000  m </br> Humidity:  69  % </br> Wind Speed:  4.82  m/s </br> Datetime:  2025-04-04 21:00:00  </br>
London,Clear,9.31,10000,65,4.64,SPRING,0,2025-04-05 00:00:00,<b><a href=''> London </a></b> </br> <b> Clear </b></br>,<b><a href=''> London </a></b> </br> <b> Clear </b></br> Temperature:  9.31  °C </br> Visibility:  10000  m </br> Humidity:  65  % </br> Wind Speed:  4.64  m/s </br> Datetime:  2025-04-05 00:00:00  </br>
London,Clear,8.04,10000,64,4.34,SPRING,3,2025-04-05 03:00:00,<b><a href=''> London </a></b> </br> <b> Clear </b></br>,<b><a href=''> London </a></b> </br> <b> Clear </b></br> Temperature:  8.04  °C </br> Visibility:  10000  m </br> Humidity:  64  % </br> Wind Speed:  4.34  m/s </br> Datetime:  2025-04-05 03:00:00  </br>
London,Clear,6.71,10000,76,4.25,SPRING,6,2025-04-05 06:00:00,<b><a href=''> London </a></b> </br> <b> Clear </b></br>,<b><a href=''> London </a></b> </br> <b> Clear </b></br> Temperature:  6.71  °C </br> Visibility:  10000  m </br> Humidity:  76  % </br> Wind Speed:  4.25  m/s </br> Datetime:  2025-04-05 06:00:00  </br>
London,Clear,11.06,10000,56,5.23,SPRING,9,2025-04-05 09:00:00,<b><a href=''> London </a></b> </br> <b> Clear </b></br>,<b><a href=''> London </a></b> </br> <b> Clear </b></br> Temperature:  11.06  °C </br> Visibility:  10000  m </br> Humidity:  56  % </br> Wind Speed:  5.23  m/s </br> Datetime:  2025-04-05 09:00:00  </br>
London,Clear,16.25,10000,38,5.21,SPRING,12,2025-04-05 12:00:00,<b><a href=''> London </a></b> </br> <b> Clear </b></br>,<b><a href=''> London </a></b> </br> <b> Clear </b></br> Temperature:  16.25  °C </br> Visibility:  10000  m </br> Humidity:  38  % </br> Wind Speed:  5.21  m/s </br> Datetime:  2025-04-05 12:00:00  </br>
London,Clear,16.97,10000,40,5.45,SPRING,15,2025-04-05 15:00:00,<b><a href=''> London </a></b> </br> <b> Clear </b></br>,<b><a href=''> London </a></b> </br> <b> Clear </b></br> Temperature:  16.97  °C </br> Visibility:  10000  m </br> Humidity:  40  % </br> Wind Speed:  5.45  m/s </br> Datetime:  2025-04-05 15:00:00  </br>
London,Clear,13.23,10000,58,4.72,SPRING,18,2025-04-05 18:00:00,<b><a href=''> London </a></b> </br> <b> Clear </b></br>,<b><a href=''> London </a></b> </br> <b> Clear </b></br> Temperature:  13.23  °C </br> Visibility:  10000  m </br> Humidity:  58  % </br> Wind Speed:  4.72  m/s </br> Datetime:  2025-04-05 18:00:00  </br>
London,Clouds,9.84,10000,68,4.18,SPRING,21,2025-04-05 21:00:00,<b><a href=''> London </a></b> </br> <b> Clouds </b></br>,<b><a href=''> London </a></b> </br> <b> Clouds </b></br> Temperature:  9.84  °C </br> Visibility:  10000  m </br> Humidity:  68  % </br> Wind Speed:  4.18  m/s </br> Datetime:  2025-04-05 21:00:00  </br>
London,Clouds,8.33,10000,74,3.64,SPRING,0,2025-04-06 00:00:00,<b><a href=''> London </a></b> </br> <b> Clouds </b></br>,<b><a href=''> London </a></b> </br> <b> Clouds </b></br> Temperature:  8.33  °C </br> Visibility:  10000  m </br> Humidity:  74  % </br> Wind Speed:  3.64  m/s </br> Datetime:  2025-04-06 00:00:00  </br>
